10	203.28455787144236
100	576.57821724582618
110	527.64593204264395
120	874.86698650685435
130	1174.6170141152395
140	NaN
150	NaN
160	NaN
170	NaN
180	NaN
190	NaN
20	159.95165573166565
200	NaN
210	NaN
220	NaN
230	NaN
240	NaN
250	NaN
260	NaN
270	NaN
280	2416.2022292296633
290	NaN
30	240.49489695120377
300	NaN
40	109.63804372184006
50	155.73893222851149
60	103.75168798274061
70	529.43320563580028
80	518.28173661363553
90	588.75411318631461

