104	172.53065456162443
12	706.00903507639543
156	170.33097205340152
16	227.64446832317705
20	1307.5571033958574
208	172.81902986985369
24	160.76189480750608
260	157.65229282820954
28	170.38218345126973
312	153.5706335984396
32	153.61813979946623
36	161.19432512327745
364	158.79873470193959
40	159.34897778060713
416	177.86318865547233
44	176.46854434062732
468	171.43299847742216
48	196.67597712893524
52	170.25309302254593
520	169.81524890772042
572	174.36896756066741
624	175.54528090402587
676	158.97448001884496
728	154.80984142107187
780	176.04255497033475
8	1861.4308837846072
832	175.23944030308246
884	172.50892344146305
936	176.94161134842562
988	137.16243348193581

