104	167.85688044214083
12	969.43619754348299
156	167.77765219335154
16	282.96404863023798
20	1316.9865733092333
208	161.53516987771559
24	180.97513320321349
260	191.31628462630991
28	165.17793524300288
312	173.85140641498907
32	169.84698363106534
36	164.64877803473294
364	161.89778710014218
40	162.30009254224194
416	165.11682023892391
44	168.3610217202295
468	161.58996375875319
48	161.7446264174668
52	168.67133807411327
520	160.49604264823515
572	160.98242085787766
624	188.97250885704142
676	161.30116748596421
728	160.77711057252839
780	160.68730278682975
8	1368.2670732620347
832	162.11771149529358
884	160.76636020451366
936	167.90179912954935
988	164.913770254561

