104	164.07293197910491
12	536.9377910383588
156	179.67805099309004
16	180.74749622495631
20	732.45673614098996
208	164.63415137713469
24	165.2797771194416
260	167.67484098830815
28	182.40318737808852
312	163.93978843269377
32	165.03511172116785
36	179.97887217703766
364	165.02981596447103
40	167.08547270357678
416	166.97494461858395
44	166.80212240564063
468	186.02704809013647
48	164.88425000368429
52	164.89537745580313
520	167.89609141737199
572	168.04987462681558
624	166.89661281141707
676	163.82478250932132
728	164.53170292578778
780	167.56385984605402
8	1432.6438505735268
832	167.10854162173692
884	166.9409270782057
936	164.3912235194347
988	164.4479754663007

