104	167.98667413993374
12	647.45162663408155
156	167.32302495526994
16	213.29114176065781
20	1158.689259286439
208	168.55062789336364
24	167.66459470704658
260	168.34321792633773
28	167.69134295700678
312	168.04772613422193
32	167.7419896979037
36	167.79770243836953
364	167.56548120670374
40	168.23065805608195
416	167.11626165784836
44	167.75964881862026
468	168.0724595737174
48	168.2552708372977
52	168.16180491065205
520	167.91901760007659
572	167.51804707330203
624	168.24464108906972
676	167.69706786970252
728	167.42521925569278
780	167.53002993302024
8	3134.5781977618058
832	168.75530262392587
884	168.03901427185215
936	167.26397557922635
988	167.91746032570379

