10	255.26940661948524
100	518.04651179291864
110	526.37155564043258
120	555.6008727928189
130	669.42573063676218
140	636.11138521592181
150	3907.998635507015
160	755.92503177736774
170	710.33963287680808
180	NaN
190	629.82336880854689
20	170.60687398312476
200	NaN
210	NaN
220	680.11762269049541
230	NaN
240	593.86087250407593
250	671.60038671836082
260	NaN
270	NaN
280	NaN
290	NaN
30	121.77803818614898
300	NaN
40	189.43904040370344
50	166.40914576633665
60	101.68297603136006
70	531.48256301726053
80	528.41759481141537
90	873.0193492216531

