52	199.156973	14.481908
104	189.233690	21.047298
156	185.567011	14.873760
208	185.819700	11.216645
260	196.383121	11.997891
312	177.958841	11.896897
364	189.441544	21.886774
416	191.654859	24.723179
468	193.296694	21.670980
520	185.672690	27.198748
572	182.439849	11.771162
624	185.861411	14.081938
676	177.612556	8.762894
728	176.586373	6.896616
780	179.850182	18.953101
832	199.938223	14.680049
884	200.163133	15.949618
936	171.724623	19.046344
988	196.599001	14.640302
