104	203.09764809512359
12	625.71553334876717
156	180.96369095156871
16	214.01460220528014
20	1156.0919103952237
208	180.67714386781333
24	193.13615675914227
260	180.85715257383387
28	180.20938968546537
312	189.58311560420108
32	180.31838446422745
36	200.37499032779422
364	179.98814645804731
40	181.28194874099032
416	180.55018960108723
44	179.25451123438947
468	180.02113286109741
48	194.28005346377384
52	196.27041261849405
520	180.29606455707417
572	180.2224164311894
624	187.7973353336437
676	180.84064562127486
728	194.00777032592552
780	190.07836287631676
8	1378.9006308298328
832	180.75831642273204
884	191.38962700226932
936	184.5816792306274
988	180.08098827417786

